artist1 id,artist1 name,artist2 id,artist1 name,common_neighbors_count
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,3nrfzIi6ogaBJOL6iyGsP0,Thomas Gregersen,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4HnCaC2Dd4EOAkFm6WHsYe,DJ Dan,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4ZVlTXwHPfe2FKsBP4itI3,Anders Baasmo Christiansen,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7GUyb3aEJHskmBRrhckLa6,OnklP,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7hgUZp2zF3wFsYx36qmpIg,Dj Dark,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6EokhXVfuwkt5542gzakJ9,Plumbo,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,5MouCg6ta7zAxsfMEbc1uh,OMI,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,17vxx1fQLs6mQ865r9qaNB,Maria Arredondo,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,460C6srl8qsHrlygVi4tzv,Franziska Wiese,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,2P87oRX5tCFl1PYQRbPCPD,Admiral P,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,5veVxxPm1vzgi6pO2iVA8L,Bruno Martini,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,08cPxKvL9dve5nkwbY69jz,Roy Harrytassen,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,1Pfkqb6Esx1VLg9fT6z3a4,Disco Jumperz,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,5NicAFYgte9L3jKbAGuKhw,Samantha J,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,0QZTQYBwBC1A951YedFq2c,Snow Boyz,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,0tWLFL6BVmhpxj4oI1p9SS,Jay Ko,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6VbRK01zIB7FMp7tWrivsu,Sirusho,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,0VuyN0xzSqykiDB2MxihTe,Sakis Rouvas,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,3moEtcu7yiBh8YLX6d4Huk,AYA,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6K2UrKcl0B8oxLrZUl4DA4,Jaa9,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4TNb6OInXahdseLnzAY1eL,Ringnes-Ronny,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,2cbWwj4XSTEyKRLeSYIT7b,M.M.B,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4nhVPRChv24WG40x4H0eaG,Antonio D,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,1MkGNTzngx2wG2S41E4LLQ,Turab,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,0iX2YQolVF16dxosxo78b1,RSP,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7aQ75vJVVypIXgu8yjEtGO,Koss,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4oE7f7lNFkh0EbEZWEawBF,SICKOTOY,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,5g1OSKp9Wh4Rku3NaLbvxS,Lauren Flynn,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7nALC5pthw4Ls6jA6NSMQL,Isac Adolfsson,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,3Il8nRZ80Wbjs2UGkysK5F,Dandy Lion,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,1Q0TrxD5g2KtR4vdStBMQP,Stig Werner Moe,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,36SvDHIiV7VNyLLmChI1H6,Blvck O,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4Rdh0AevBwePcuPgt8fNeM,rOlfFa,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7uC91mQ4AglfAZJEwJtadQ,Deejay Killer,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,5uVdMpkroFD2wz2bRj3vfr,Skyshot,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,5CdrfkacqPdiBATnTJdLYv,Arty Violin,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4u5rOZ3ecm8hFzCskgOEw3,Innertier,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,1AqQ7buD0q6SRbQtYQUnou,Alex Mattson,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7wwc5m2DotB2wmdOFdWyvL,Klish,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,0GeZRE8dyvgduV3KTvLFC3,Paula Seling,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4BO8SDfqUXZuwN0v4rlN2E,DJ Mate,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6Amx3XDj2wv09NhBECezh5,Leif & Kompisane,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,23bX8QSsLjUPJrgqLYFbnP,Vegard Harm,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6UKmptGiJcDxwRL1qJ557G,DJ Lello,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6oXHGy9Dg7LX6sAscFdST4,Andrew Maze Official,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4TiPWNZuPJ2IUlIediVsYa,Grim Ex,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,5r7utFBr1GQX9z2Q2LMdbr,Sven Wollter,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6eoQHxwVZL1xsiNL3zUMqX,Mike Kross,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,0U3b0BjITtQHwjwBVtiGcO,DMNDS,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,06vKdhWX0tHrwYTelkA3Cv,Bøbben,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6OS2jyNVjuVsvA63jsw3Rf,Sandra Lyng,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4ec09tknYr0531ivdBMNIg,Vidar Villa,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6Rh0hfQ073GmQN4556pcHy,Felix Peikli,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,03oWHkoyY0FiH2IggqwhlW,BEK & Wallin,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7fKekOAFKfXmr0w427ZMku,Arne Hurlen,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4rsCEjNqhX2FpQJvVL297X,Petter Pilgaard,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,1omvXcC2TupHrDjD9ziMMP,Amir Aly,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,3Zd5lZmsC7lqZPXHBqNUSe,Manda,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6Enfn8i5iBoOikAOYvKLqi,Kaja Høivold,1
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,2ZK0wMoGf3J25mleuKc4tY,Kaptein Sabeltann,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7IuE8jJQzeifyrcFYdrIWt,Heux,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7jA2pCDoqQEneXHwf1ezgf,Svein Østvik,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,7sILdaGFQhzXk7hJVQ2z5A,Olix,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,3zxcIxs8CwOEJaPYDKDtTE,Christer Sjögren,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,4QawfzCb5NbFRNn4BySXb1,Oral Bee,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6DMW6nsE4jwbBxUxrvNi2X,Lex Press,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,6c4sUNBgdonFJz8Kx2VsGz,Madcon,0
1hNV45JXomKPKDp1Fsp9vl,D'Dorian,01cNySRLtIXxUI6UfnHXCL,Arias,0
